id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,created_at,updated_at,quality_grade,url,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_state_name,common_name
15805986,ffcffa50-d708-4e13-91cd-3f0f691101ee,2018-08-22 2:23:30 PM AKDT,2018-08-22,2018-08-22 22:23:30 UTC,Alaska,1153760,2018-08-23 07:44:44 UTC,2020-04-20 03:16:57 UTC,research,https://www.inaturalist.org/observations/15805986,,5,0,false,2,"Pack Trail, Girdwood, AK 99587, USA",61.0371856689,-149.1220703125,,,,,,,open,false,gps,gps,Alaska,Collared Pika
15817506,9cb5d520-05e8-4090-9f98-5156d68adbbf,2018-08-19 3:29:46 PM PDT,2018-08-19,2018-08-19 22:29:46 UTC,Pacific Time (US & Canada),480699,2018-08-23 17:14:41 UTC,2019-01-12 19:05:27 UTC,research,https://www.inaturalist.org/observations/15817506,,2,0,false,2,"Yukon, CA-YT-YT, CA",61.2973804777,-139.4711456253,8,,,,24671,,open,false,gps,gps,Yukon,Collared Pika
16629370,1f032a02-9974-4b29-963f-6976dbfe1898,2018/09/16 3:04 PM PDT,2018-09-16,2018-09-16 22:04:00 UTC,Pacific Time (US & Canada),218977,2018-09-17 16:03:14 UTC,2019-01-12 19:05:27 UTC,research,https://www.inaturalist.org/observations/16629370,Second photo you can find her. We heard several pikas on our hike.,2,0,false,,"Yukon, Yukon, Canada",60.8820883333,-136.0212283333,,,,,24730,,open,false,,,Yukon,Collared Pika
16679077,fb43911d-66f3-4f8d-a959-e61a8f648f64,2018/09/15 4:45 PM MDT,2018-09-15,2018-09-15 22:45:00 UTC,Mountain Time (US & Canada),743392,2018-09-19 04:01:29 UTC,2020-04-20 03:26:28 UTC,research,https://www.inaturalist.org/observations/16679077,Near top of Donnelly Dome,5,0,false,,"Fort Greely, AK, USA",63.7832780801,-145.7922280261,31,,,,31,,open,false,,,Alaska,Collared Pika
16679630,7fa28a39-51c4-4a63-ae47-2348a8b53bbb,2018/09/15 5:23 PM MDT,2018-09-15,2018-09-15 23:23:00 UTC,Mountain Time (US & Canada),743392,2018-09-19 04:22:59 UTC,2020-04-20 03:26:22 UTC,research,https://www.inaturalist.org/observations/16679630,"",5,0,false,,"Fort Greely, AK, USA",63.7886301007,-145.7917635156,50,,,,50,,open,false,,,Alaska,Collared Pika
16823802,6d312bb6-d5f3-4605-b988-74fe98bea71a,2018/08/07 3:10 AM CDT,2018-08-07,2018-08-07 08:10:00 UTC,Central Time (US & Canada),45069,2018-09-23 08:25:34 UTC,2019-01-12 19:05:13 UTC,research,https://www.inaturalist.org/observations/16823802,,3,0,false,,"Yukon, YT, Canadá",64.0735949276,-135.3141817631,977,,,,24268,,open,false,,,Yukon,Collared Pika
17414598,a9c7d0e3-2ea0-4178-8e7e-fe39d2d5377a,Thu May 24 2018 20:04:25 GMT-0400 (EDT),2018-05-24,2018-05-25 00:04:25 UTC,Eastern Time (US & Canada),1258249,2018-10-11 19:26:35 UTC,2019-01-12 19:14:26 UTC,research,https://www.inaturalist.org/observations/17414598,,2,0,false,3,"Denali National Park and Preserve, , AK, US",63.5384116667,-150.8412466667,5,,,,5,,open,false,,,Alaska,Collared Pika
17421091,1566b6fa-710c-4869-bea5-9a4d16cd4c0c,2017/08/31 4:03 PM EDT,2017-08-31,2017-08-31 20:03:00 UTC,Eastern Time (US & Canada),1258103,2018-10-11 23:25:27 UTC,2019-01-12 19:14:15 UTC,research,https://www.inaturalist.org/observations/17421091,,2,0,false,,"Denali National Park and Preserve, AK, USA",63.1148029,-151.1925951,981,,,,981,,open,false,,,Alaska,Collared Pika
17421093,4169b69a-2b61-43e8-b532-3dc5607e97b7,2018/09/09 8:20 PM EDT,2018-09-09,2018-09-10 00:20:00 UTC,Eastern Time (US & Canada),1258103,2018-10-11 23:25:30 UTC,2019-01-12 19:14:16 UTC,research,https://www.inaturalist.org/observations/17421093,,2,0,false,,"Denali National Park and Preserve, AK, USA",63.1148029,-151.1925951,981,,,,981,,open,false,,,Alaska,Collared Pika
17727162,8560b96a-c9f4-4e7a-a5b9-c6eab42d0c74,2014/09/14 6:55 AM UTC,2014-09-14,,UTC,264097,2018-10-21 23:56:40 UTC,2023-07-07 02:40:30 UTC,research,https://www.inaturalist.org/observations/17727162,,2,0,false,,"Yukon, YT, Canada",60.6806984194,-137.5116075675,469,,,,24760,,open,false,,,Yukon,Collared Pika
18271763,abbcb9b8-6592-48b7-92c5-b14ead11018f,2017/05/28 9:56 AM UTC,2017-05-28,,UTC,160274,2018-11-08 23:06:51 UTC,2023-04-05 03:18:49 UTC,research,https://www.inaturalist.org/observations/18271763,My friend the pika.,3,0,false,,"Yukon, YT, Canada",60.618885,-135.1377266667,,,,,,,open,false,,,Yukon,Collared Pika
19936457,9cc7d121-a9d6-4f74-804e-a7826d14c934,2018/08/02 1:39 PM MDT,2018-08-02,2018-08-02 19:39:00 UTC,Mountain Time (US & Canada),1937,2019-01-28 22:22:26 UTC,2019-03-22 15:49:01 UTC,research,https://www.inaturalist.org/observations/19936457,Photos by Sunny Petersen,4,0,false,,"Fort Smith Region, NT X0E, Canada",62.147803,-127.769843,,,,,24554,,open,false,,,Northwest Territories,Collared Pika
20209686,01a3ff68-bf92-47b1-97b5-b3f09d5a0355,2002/07/18 4:26 PM +0200,2002-07-18,2002-07-18 14:26:00 UTC,Pretoria,1235106,2019-02-08 20:50:22 UTC,2023-01-02 20:04:28 UTC,research,https://www.inaturalist.org/observations/20209686,"",4,0,false,,"Yukon, YT, Kanada",64.6071832212,-138.311124444,488,,,,488,,open,false,,,Yukon,Collared Pika
20317755,2246395f-59e4-487d-bff0-db0b991c5b74,Fri Jul 13 2018 12:33:37 GMT-0800 (AKDT),2018-07-13,2018-07-13 20:33:37 UTC,Alaska,707888,2019-02-13 09:00:11 UTC,2019-03-22 15:48:52 UTC,research,https://www.inaturalist.org/observations/20317755,,2,0,false,3,"99737, Valdez, AK, US",63.0282342758,-145.6350487737,4756,,,,4756,,open,false,,,Alaska,Collared Pika
21415734,8e1977d5-ce4a-4e2d-8cc2-378f059e40e3,2008/07/15 12:01 PM EDT,2008-07-15,2008-07-15 16:01:00 UTC,Eastern Time (US & Canada),726092,2019-03-20 11:21:19 UTC,2019-03-22 15:48:48 UTC,research,https://www.inaturalist.org/observations/21415734,"Collared Pika (Ochotona collaris), hidden in the rock overhang,  Mount McIntyre, Whitehorse, Yukon, July 15/08",3,0,false,,"Yukon, CA-YT-YT, CA",60.6257876186,-135.1610502738,122,,,,24760,,open,false,,,Yukon,Collared Pika
27814398,a83a29a5-44e6-4336-91f7-c6dc0332712c,Sat Jun 22 2019 13:31:30 GMT-0600 (MDT),2019-06-22,2019-06-22 19:31:30 UTC,Mountain Time (US & Canada),483854,2019-06-28 15:55:07 UTC,2023-04-05 03:17:56 UTC,research,https://www.inaturalist.org/observations/27814398,,4,0,false,3,"Fort Smith, Unorganized, , NT, CA",62.1069294654,-127.5758761104,4795,,,,4795,,open,false,,,Northwest Territories,Collared Pika
28277191,47ecefdb-96ad-4dec-bffc-ec380a068daa,Sat Jun 29 2019 20:27:58 GMT-0700 (PDT),2019-06-29,2019-06-30 03:27:58 UTC,Pacific Time (US & Canada),721794,2019-07-06 06:20:34 UTC,2020-04-15 19:47:46 UTC,research,https://www.inaturalist.org/observations/28277191,,3,0,false,3,"Yukon, Unorganized, , YT, CA",61.1894954296,-138.3002252774,3731,,,,3731,,open,false,,,Yukon,Collared Pika
29960771,02b734a0-d759-4ae8-9c0f-d24b78252ff9,2012-08-06 18:20:15,2012-08-06,2012-08-06 23:20:15 UTC,Central Time (US & Canada),522214,2019-08-01 04:08:55 UTC,2020-04-15 19:50:16 UTC,research,https://www.inaturalist.org/observations/29960771,"Denali Wilderness, Denali National Park, Alaska",2,0,false,,"Alaska, United States",63.447056,-150.718002,,,,,,,open,false,,"",Alaska,Collared Pika
30277747,b00835e3-d2d7-4f5b-aa4c-7c95e7f07e08,2019/07/30 11:26 AM PDT,2019-07-30,2019-07-30 18:26:00 UTC,Pacific Time (US & Canada),111081,2019-08-05 23:49:54 UTC,2020-04-15 19:48:55 UTC,research,https://www.inaturalist.org/observations/30277747,"",2,0,false,,"Daadazii Van park proposal, Bell River headwaters, Yukon, Canada",67.7867055556,-136.7053833333,5,,,,5,,open,false,,,Yukon,Collared Pika
30347173,20ed107c-fe73-4098-a86a-5f13270e6d6d,2019/08/03 11:39 AM PDT,2019-08-03,2019-08-03 18:39:00 UTC,Pacific Time (US & Canada),111081,2019-08-07 03:08:13 UTC,2019-09-12 01:34:21 UTC,research,https://www.inaturalist.org/observations/30347173,"",1,0,false,,"Windy Pass, Demspter Highway, Yukon, Canada",65.0800944444,-138.36525,10,,,,10,,open,false,,,Yukon,Collared Pika
30575052,9bb18b86-3706-4dda-97e1-4b12f5ee99b0,2011/08/16 5:27 PM HST,2011-08-16,2011-08-17 03:27:00 UTC,Hawaii,29041,2019-08-10 23:16:18 UTC,2020-04-15 19:49:29 UTC,research,https://www.inaturalist.org/observations/30575052,,4,1,false,,"Denali, AK, USA",63.7333213254,-148.940250854,977,,,,977,,open,false,,,Alaska,Collared Pika
30749194,0cc48861-e00e-4a32-806a-ac449d0880b6,Wed Jul 31 2019 13:04:36 GMT-0700 (PDT),2019-07-31,2019-07-31 20:04:36 UTC,Pacific Time (US & Canada),721794,2019-08-13 14:00:12 UTC,2020-04-15 19:47:47 UTC,research,https://www.inaturalist.org/observations/30749194,On top of Surfbird mountain,5,0,false,3,"Yukon, Unorganized, , YT, CA",64.6752807279,-138.4583918221,775,,,,775,,open,false,,,Yukon,Collared Pika
31019177,9d8e88ef-ff0e-4645-9b61-0589fc4b4ec4,2017/09/10 10:50 AM HST,2017-09-10,2017-09-10 20:50:00 UTC,Hawaii,3223,2019-08-17 22:25:00 UTC,2020-04-15 19:49:27 UTC,research,https://www.inaturalist.org/observations/31019177,,2,0,false,,"Denali, AK, USA",63.7401389727,-149.2916938981,23,,,,23,,open,false,,,Alaska,Collared Pika
31526648,49f8cc82-048a-4d26-83da-34344fcba0ab,Sun Aug 25 2019 16:02:15 GMT-0700 (PDT),2019-08-25,2019-08-25 23:02:15 UTC,Pacific Time (US & Canada),219551,2019-08-26 03:21:12 UTC,2019-09-08 17:01:08 UTC,research,https://www.inaturalist.org/observations/31526648,"Ibex ridge, just out of trees. ",3,0,false,3,"Yukon, CA-YT, CA",60.76149,-135.51463,8,,,,8,,open,false,,,Yukon,Collared Pika
32542725,e6133d9f-dbd9-461e-875f-12fe0ddf3ce1,1997/08/11 2:28 PM EDT,1997-08-11,1997-08-11 18:28:00 UTC,Eastern Time (US & Canada),2070597,2019-09-11 18:50:46 UTC,2020-11-09 04:18:50 UTC,research,https://www.inaturalist.org/observations/32542725,Erika and I did a backback trip up Sheep Creek where Erika photographed this little guy on the second day of our trip.,4,0,false,,"Southeast Fairbanks, AK, USA",63.2823466245,-144.7731304554,3906,,,,3906,,open,false,,,Alaska,Collared Pika
33201349,95bb9384-4039-4e70-8204-f0755d8fe687,Mon Sep 09 2019 14:31:01 GMT-0700 (PDT),2019-09-09,2019-09-09 21:31:01 UTC,Pacific Time (US & Canada),1367983,2019-09-22 16:46:58 UTC,2020-04-15 19:49:28 UTC,research,https://www.inaturalist.org/observations/33201349,,2,0,false,3,"Denali National Park and Preserve, AK, US",63.740015,-149.2831333333,,,,,,,open,false,,,Alaska,Collared Pika
35834688,e71ab833-cd9d-47de-bb02-c4ae69e82b20,2013/07/12 5:28 PM MDT,2013-07-12,2013-07-12 23:28:00 UTC,Mountain Time (US & Canada),2386516,2019-11-19 00:35:27 UTC,2019-12-15 18:25:04 UTC,research,https://www.inaturalist.org/observations/35834688,,6,0,false,,"Yukon, YT, Canada",61.2353182802,-138.2879081326,977,,,,977,,open,false,,,Yukon,Collared Pika
35870583,9636361d-4bc6-48ca-a791-a560c656bd1c,2012/07/15 7:56 PM MDT,2012-07-15,2012-07-16 01:56:00 UTC,Mountain Time (US & Canada),2386516,2019-11-20 01:58:18 UTC,2019-12-15 18:25:00 UTC,research,https://www.inaturalist.org/observations/35870583,,4,0,false,,"Yukon, YT, Canada",61.2381775557,-138.2820529322,488,,,,488,,open,false,,,Yukon,Collared Pika
36487893,5a7533ec-dba7-45d3-9c4a-6107d78e1da9,2019/07/04 11:38 PM EDT,2019-07-04,2019-07-05 03:38:00 UTC,Eastern Time (US & Canada),1416261,2019-12-09 02:36:43 UTC,2020-04-06 14:28:42 UTC,research,https://www.inaturalist.org/observations/36487893,,4,0,false,,"Matanuska-Susitna, AK, USA",63.18604,-148.7208283333,,,,,,,open,false,,,Alaska,Collared Pika
37229108,b90713dc-027b-4c6b-a263-697df0576895,2019/06/26 6:21 PM CDT,2019-06-26,2019-06-26 23:21:00 UTC,Central Time (US & Canada),40926,2020-01-03 16:20:43 UTC,2020-04-28 01:20:49 UTC,research,https://www.inaturalist.org/observations/37229108,"",4,0,false,,"Steese Highway, AK, USA",65.491701,-145.38947,440,,,,440,,open,false,,,Alaska,Collared Pika
37413899,efc2d430-7036-4203-bf7e-f73ac6b99308,2015/05/23 4:42 PM AKDT,2015-05-23,2015-05-24 00:42:00 UTC,Alaska,1752428,2020-01-09 00:49:44 UTC,2020-04-15 19:49:42 UTC,research,https://www.inaturalist.org/observations/37413899,"",3,0,false,,"Mt Prindle, Alaska 99730, USA",65.4616667,-146.4733334,900,,,,900,,open,false,,,Alaska,Collared Pika
